"state","day","rep_estimate","dem_estimate","other_estimate"
"arizona",2023-11-27,49.06,49.36,1.58
"arizona",2023-11-28,49.06,49.36,1.58
"arizona",2023-11-29,49.06,49.36,1.58
"arizona",2023-11-30,49.06,49.36,1.58
"arizona",2023-12-01,49.06,49.36,1.58
"arizona",2023-12-02,49.06,49.36,1.58
"arizona",2023-12-03,49.06,49.36,1.58
"arizona",2023-12-04,49.06,49.36,1.58
"arizona",2023-12-05,49.06,49.36,1.58
"arizona",2023-12-06,49.06,49.36,1.58
"arizona",2023-12-07,49.06,49.36,1.58
"arizona",2023-12-08,49.06,49.36,1.58
"arizona",2023-12-09,49.06,49.36,1.58
"arizona",2023-12-10,49.06,49.36,1.58
"arizona",2023-12-11,49.06,49.36,1.58
"arizona",2023-12-12,49.06,49.36,1.58
"arizona",2023-12-13,49.06,49.36,1.58
"arizona",2023-12-14,49.06,49.36,1.58
"arizona",2023-12-15,49.06,49.36,1.58
"arizona",2023-12-16,49.06,49.36,1.58
"arizona",2023-12-17,49.06,49.36,1.58
"arizona",2023-12-18,49.06,49.36,1.58
"arizona",2023-12-19,49.06,49.36,1.58
"arizona",2023-12-20,49.06,49.36,1.58
"arizona",2023-12-21,49.06,49.36,1.58
"arizona",2023-12-22,49.06,49.36,1.58
"arizona",2023-12-23,49.06,49.36,1.58
"arizona",2023-12-24,49.06,49.36,1.58
"arizona",2023-12-25,49.06,49.36,1.58
"arizona",2023-12-26,49.06,49.36,1.58
"arizona",2023-12-27,49.06,49.36,1.58
"arizona",2023-12-28,49.06,49.36,1.58
"arizona",2023-12-29,49.06,49.36,1.58
"arizona",2023-12-30,49.06,49.36,1.58
"arizona",2023-12-31,49.06,49.36,1.58
"arizona",2024-01-01,49.06,49.36,1.58
"arizona",2024-01-02,49.06,49.36,1.58
"arizona",2024-01-03,49.06,49.36,1.58
"arizona",2024-01-04,49.06,49.36,1.58
"arizona",2024-01-05,49.06,49.36,1.58
"arizona",2024-01-06,49.06,49.36,1.58
"arizona",2024-01-07,49.06,49.36,1.58
"arizona",2024-01-08,49.06,49.36,1.58
"arizona",2024-01-09,49.06,49.36,1.58
"arizona",2024-01-10,49.06,49.36,1.58
"arizona",2024-01-11,49.06,49.36,1.58
"arizona",2024-01-12,49.06,49.36,1.58
"arizona",2024-01-13,49.06,49.36,1.58
"arizona",2024-01-14,49.06,49.36,1.58
"arizona",2024-01-15,49.06,49.36,1.58
"arizona",2024-01-16,49.06,49.36,1.58
"arizona",2024-01-17,49.06,49.36,1.58
"arizona",2024-01-18,49.06,49.36,1.58
"arizona",2024-01-19,49.06,49.36,1.58
"arizona",2024-01-20,49.06,49.36,1.58
"arizona",2024-01-21,49.06,49.36,1.58
"arizona",2024-01-22,49.06,49.36,1.58
"arizona",2024-01-23,49.06,49.36,1.58
"arizona",2024-01-24,49.06,49.36,1.58
"arizona",2024-01-25,49.06,49.36,1.58
"arizona",2024-01-26,49.06,49.36,1.58
"arizona",2024-01-27,49.06,49.36,1.58
"arizona",2024-01-28,49.06,49.36,1.58
"arizona",2024-01-29,49.06,49.36,1.58
"arizona",2024-01-30,49.06,49.36,1.58
"arizona",2024-01-31,49.06,49.36,1.58
"arizona",2024-02-01,49.06,49.36,1.58
"arizona",2024-02-02,49.06,49.36,1.58
"arizona",2024-02-03,49.06,49.36,1.58
"arizona",2024-02-04,49.06,49.36,1.58
"arizona",2024-02-05,49.06,49.36,1.58
"arizona",2024-02-06,49.06,49.36,1.58
"arizona",2024-02-07,49.06,49.36,1.58
"arizona",2024-02-08,49.06,49.36,1.58
"arizona",2024-02-09,49.06,49.36,1.58
"arizona",2024-02-10,49.06,49.36,1.58
"arizona",2024-02-11,49.06,49.36,1.58
"arizona",2024-02-12,49.06,49.36,1.58
"arizona",2024-02-13,49.06,49.36,1.58
"arizona",2024-02-14,49.06,49.36,1.58
"arizona",2024-02-15,49.06,49.36,1.58
"arizona",2024-02-16,49.06,49.36,1.58
"arizona",2024-02-17,49.06,49.36,1.58
"arizona",2024-02-18,49.06,49.36,1.58
"arizona",2024-02-19,49.06,49.36,1.58
"arizona",2024-02-20,49.06,49.36,1.58
"arizona",2024-02-21,49.06,49.36,1.58
"arizona",2024-02-22,49.06,49.36,1.58
"arizona",2024-02-23,49.06,49.36,1.58
"arizona",2024-02-24,49.06,49.36,1.58
"arizona",2024-02-25,49.06,49.36,1.58
"arizona",2024-02-26,49.06,49.36,1.58
"arizona",2024-02-27,49.06,49.36,1.58
"arizona",2024-02-28,49.06,49.36,1.58
"arizona",2024-02-29,49.06,49.36,1.58
"arizona",2024-03-01,49.06,49.36,1.58
"arizona",2024-03-02,49.06,49.36,1.58
"arizona",2024-03-03,49.06,49.36,1.58
"arizona",2024-03-04,49.06,49.36,1.58
"arizona",2024-03-05,49.06,49.36,1.58
"arizona",2024-03-06,49.06,49.36,1.58
"arizona",2024-03-07,49.06,49.36,1.58
"arizona",2024-03-08,49.06,49.36,1.58
"arizona",2024-03-09,49.06,49.36,1.58
"arizona",2024-03-10,49.06,49.36,1.58
"arizona",2024-03-11,49.06,49.36,1.58
"arizona",2024-03-12,49.06,49.36,1.58
"arizona",2024-03-13,49.06,49.36,1.58
"arizona",2024-03-14,49.06,49.36,1.58
"arizona",2024-03-15,49.06,49.36,1.58
"arizona",2024-03-16,49.06,49.36,1.58
"arizona",2024-03-17,49.06,49.36,1.58
"arizona",2024-03-18,49.06,49.36,1.58
"arizona",2024-03-19,49.06,49.36,1.58
"arizona",2024-03-20,49.06,49.36,1.58
"arizona",2024-03-21,49.06,49.36,1.58
"arizona",2024-03-22,49.06,49.36,1.58
"arizona",2024-03-23,49.06,49.36,1.58
"arizona",2024-03-24,49.06,49.36,1.58
"arizona",2024-03-25,49.06,49.36,1.58
"arizona",2024-03-26,49.06,49.36,1.58
"arizona",2024-03-27,49.06,49.36,1.58
"arizona",2024-03-28,49.06,49.36,1.58
"arizona",2024-03-29,49.06,49.36,1.58
"arizona",2024-03-30,49.06,49.36,1.58
"arizona",2024-03-31,49.06,49.36,1.58
"arizona",2024-04-01,49.06,49.36,1.58
"arizona",2024-04-02,49.06,49.36,1.58
"arizona",2024-04-03,49.06,49.36,1.58
"arizona",2024-04-04,49.06,49.36,1.58
"arizona",2024-04-05,49.06,49.36,1.58
"arizona",2024-04-06,49.06,49.36,1.58
"arizona",2024-04-07,49.06,49.36,1.58
"arizona",2024-04-08,49.06,49.36,1.58
"arizona",2024-04-09,49.06,49.36,1.58
"arizona",2024-04-10,49.06,49.36,1.58
"arizona",2024-04-11,49.06,49.36,1.58
"arizona",2024-04-12,49.06,49.36,1.58
"arizona",2024-04-13,49.06,49.36,1.58
"arizona",2024-04-14,49.06,49.36,1.58
"arizona",2024-04-15,49.06,49.36,1.58
"arizona",2024-04-16,49.06,49.36,1.58
"arizona",2024-04-17,49.06,49.36,1.58
"arizona",2024-04-18,49.06,49.36,1.58
"arizona",2024-04-19,49.06,49.36,1.58
"arizona",2024-04-20,49.06,49.36,1.58
"arizona",2024-04-21,49.06,49.36,1.58
"arizona",2024-04-22,49.06,49.36,1.58
"arizona",2024-04-23,49.06,49.36,1.58
"arizona",2024-04-24,49.06,49.36,1.58
"arizona",2024-04-25,49.06,49.36,1.58
"arizona",2024-04-26,49.06,49.36,1.58
"arizona",2024-04-27,49.06,49.36,1.58
"arizona",2024-04-28,49.06,49.36,1.58
"arizona",2024-04-29,49.06,49.36,1.58
"arizona",2024-04-30,49.06,49.36,1.58
"arizona",2024-05-01,49.06,49.36,1.58
"arizona",2024-05-02,49.06,49.36,1.58
"arizona",2024-05-03,49.06,49.36,1.58
"arizona",2024-05-04,49.06,49.36,1.58
"arizona",2024-05-05,49.06,49.36,1.58
"arizona",2024-05-06,49.06,49.36,1.58
"arizona",2024-05-07,49.06,49.36,1.58
"arizona",2024-05-08,49.06,49.36,1.58
"arizona",2024-05-09,49.06,49.36,1.58
"arizona",2024-05-10,49.06,49.36,1.58
"arizona",2024-05-11,49.06,49.36,1.58
"arizona",2024-05-12,49.06,49.36,1.58
"arizona",2024-05-13,49.06,49.36,1.58
"arizona",2024-05-14,49.06,49.36,1.58
"arizona",2024-05-15,49.06,49.36,1.58
"arizona",2024-05-16,49.06,49.36,1.58
"arizona",2024-05-17,49.06,49.36,1.58
"arizona",2024-05-18,49.06,49.36,1.58
"arizona",2024-05-19,49.06,49.36,1.58
"arizona",2024-05-20,49.06,49.36,1.58
"arizona",2024-05-21,49.06,49.36,1.58
"arizona",2024-05-22,49.06,49.36,1.58
"arizona",2024-05-23,49.06,49.36,1.58
"arizona",2024-05-24,49.06,49.36,1.58
"arizona",2024-05-25,49.06,49.36,1.58
"arizona",2024-05-26,49.06,49.36,1.58
"arizona",2024-05-27,49.06,49.36,1.58
"arizona",2024-05-28,49.06,49.36,1.58
"arizona",2024-05-29,49.06,49.36,1.58
"arizona",2024-05-30,49.06,49.36,1.58
"arizona",2024-05-31,49.06,49.36,1.58
"arizona",2024-06-01,49.06,49.36,1.58
"arizona",2024-06-02,49.06,49.36,1.58
"arizona",2024-06-03,49.06,49.36,1.58
"arizona",2024-06-04,49.06,49.36,1.58
"arizona",2024-06-05,49.06,49.36,1.58
"arizona",2024-06-06,49.06,49.36,1.58
"arizona",2024-06-07,49.06,49.36,1.58
"arizona",2024-06-08,49.06,49.36,1.58
"arizona",2024-06-09,49.06,49.36,1.58
"arizona",2024-06-10,49.06,49.36,1.58
"arizona",2024-06-11,49.06,49.36,1.58
"arizona",2024-06-12,49.06,49.36,1.58
"arizona",2024-06-13,49.06,49.36,1.58
"arizona",2024-06-14,49.06,49.36,1.58
"arizona",2024-06-15,49.06,49.36,1.58
"arizona",2024-06-16,49.06,49.36,1.58
"arizona",2024-06-17,49.06,49.36,1.58
"arizona",2024-06-18,49.06,49.36,1.58
"arizona",2024-06-19,49.06,49.36,1.58
"arizona",2024-06-20,49.06,49.36,1.58
"arizona",2024-06-21,49.06,49.36,1.58
"arizona",2024-06-22,49.06,49.36,1.58
"arizona",2024-06-23,49.06,49.36,1.58
"arizona",2024-06-24,49.06,49.36,1.58
"arizona",2024-06-25,49.06,49.36,1.58
"arizona",2024-06-26,49.06,49.36,1.58
"arizona",2024-06-27,49.06,49.36,1.58
"arizona",2024-06-28,49.06,49.36,1.58
"arizona",2024-06-29,49.06,49.36,1.58
"arizona",2024-06-30,49.06,49.36,1.58
"arizona",2024-07-01,49.06,49.36,1.58
"arizona",2024-07-02,49.06,49.36,1.58
"arizona",2024-07-03,49.06,49.36,1.58
"arizona",2024-07-04,49.06,49.36,1.58
"arizona",2024-07-05,49.06,49.36,1.58
"arizona",2024-07-06,49.06,49.36,1.58
"arizona",2024-07-07,49.06,49.36,1.58
"arizona",2024-07-08,49.06,49.36,1.58
"arizona",2024-07-09,49.06,49.36,1.58
"arizona",2024-07-10,49.06,49.36,1.58
"arizona",2024-07-11,49.06,49.36,1.58
"arizona",2024-07-12,49.06,49.36,1.58
"arizona",2024-07-13,49.06,49.36,1.58
"arizona",2024-07-14,49.06,49.36,1.58
"arizona",2024-07-15,49.06,49.36,1.58
"arizona",2024-07-16,49.06,49.36,1.58
"arizona",2024-07-17,49.06,49.36,1.58
"arizona",2024-07-18,49.06,49.36,1.58
"arizona",2024-07-19,49.06,49.36,1.58
"arizona",2024-07-20,49.06,49.36,1.58
"arizona",2024-07-21,49.06,49.36,1.58
"arizona",2024-07-22,49.06,49.36,1.58
"arizona",2024-07-23,49.06,49.36,1.58
"arizona",2024-07-24,49.06,49.36,1.58
"arizona",2024-07-25,49.06,49.36,1.58
"arizona",2024-07-26,49.06,49.36,1.58
"arizona",2024-07-27,49.06,49.36,1.58
"arizona",2024-07-28,49.06,49.36,1.58
"arizona",2024-07-29,49.06,49.36,1.58
"arizona",2024-07-30,49.06,49.36,1.58
"arizona",2024-07-31,49.06,49.36,1.58
"arizona",2024-08-01,49.06,49.36,1.58
"arizona",2024-08-02,49.06,49.36,1.58
"arizona",2024-08-03,49.06,49.36,1.58
"arizona",2024-08-04,49.06,49.36,1.58
"arizona",2024-08-05,49.06,49.36,1.58
"arizona",2024-08-06,49.06,49.36,1.58
"arizona",2024-08-07,49.06,49.36,1.58
"arizona",2024-08-08,49.06,49.36,1.58
"arizona",2024-08-09,49.06,49.36,1.58
"arizona",2024-08-10,49.06,49.36,1.58
"arizona",2024-08-11,49.06,49.36,1.58
"arizona",2024-08-12,49.06,49.36,1.58
"arizona",2024-08-13,49.06,49.36,1.58
"arizona",2024-08-14,49.06,49.36,1.58
"arizona",2024-08-15,49.06,49.36,1.58
"arizona",2024-08-16,49.06,49.36,1.58
"arizona",2024-08-17,49.06,49.36,1.58
"arizona",2024-08-18,49.06,49.36,1.58
"arizona",2024-08-19,49.06,49.36,1.58
"arizona",2024-08-20,49.06,49.36,1.58
"arizona",2024-08-21,49.06,49.36,1.58
"arizona",2024-08-22,49.06,49.36,1.58
"arizona",2024-08-23,49.06,49.36,1.58
"arizona",2024-08-24,49.06,49.36,1.58
"arizona",2024-08-25,49.06,49.36,1.58
"arizona",2024-08-26,49.06,49.36,1.58
"arizona",2024-08-27,49.06,49.36,1.58
"arizona",2024-08-28,49.06,49.36,1.58
"arizona",2024-08-29,49.06,49.36,1.58
"arizona",2024-08-30,49.06,49.36,1.58
"arizona",2024-08-31,49.06,49.36,1.58
"arizona",2024-09-01,49.06,49.36,1.58
"arizona",2024-09-02,49.06,49.36,1.58
"arizona",2024-09-03,49.06,49.36,1.58
"arizona",2024-09-04,49.06,49.36,1.58
"arizona",2024-09-05,49.06,49.36,1.58
"arizona",2024-09-06,49.06,49.36,1.58
"arizona",2024-09-07,49.06,49.36,1.58
"arizona",2024-09-08,49.06,49.36,1.58
"arizona",2024-09-09,49.06,49.36,1.58
"arizona",2024-09-10,49.06,49.36,1.58
"arizona",2024-09-11,49.06,49.36,1.58
"arizona",2024-09-12,49.06,49.36,1.58
"arizona",2024-09-13,49.06,49.36,1.58
"arizona",2024-09-14,49.06,49.36,1.58
"arizona",2024-09-15,49.06,49.36,1.58
"arizona",2024-09-16,49.06,49.36,1.58
"arizona",2024-09-17,49.06,49.36,1.58
"arizona",2024-09-18,49.06,49.36,1.58
"arizona",2024-09-19,49.06,49.36,1.58
"arizona",2024-09-20,49.06,49.36,1.58
"arizona",2024-09-21,49.06,49.36,1.58
"arizona",2024-09-22,49.06,49.36,1.58
"arizona",2024-09-23,49.06,49.36,1.58
"arizona",2024-09-24,49.06,49.36,1.58
"arizona",2024-09-25,49.06,49.36,1.58
"arizona",2024-09-26,49.06,49.36,1.58
"arizona",2024-09-27,49.06,49.36,1.58
"arizona",2024-09-28,49.06,49.36,1.58
"arizona",2024-09-29,49.06,49.36,1.58
"arizona",2024-09-30,49.06,49.36,1.58
"arizona",2024-10-01,49.06,49.36,1.58
"arizona",2024-10-02,49.06,49.36,1.58
"arizona",2024-10-03,49.06,49.36,1.58
"arizona",2024-10-04,49.06,49.36,1.58
"arizona",2024-10-05,49.06,49.36,1.58
"arizona",2024-10-06,49.06,49.36,1.58
"arizona",2024-10-07,49.06,49.36,1.58
"arizona",2024-10-08,49.06,49.36,1.58
"arizona",2024-10-09,49.06,49.36,1.58
"arizona",2024-10-10,49.06,49.36,1.58
"arizona",2024-10-11,49.06,49.36,1.58
"arizona",2024-10-12,49.06,49.36,1.58
"arizona",2024-10-13,49.06,49.36,1.58
"arizona",2024-10-14,49.06,49.36,1.58
"arizona",2024-10-15,49.06,49.36,1.58
"arizona",2024-10-16,49.06,49.36,1.58
"arizona",2024-10-17,49.06,49.36,1.58
"arizona",2024-10-18,49.06,49.36,1.58
"arizona",2024-10-19,49.06,49.36,1.58
"arizona",2024-10-20,49.06,49.36,1.58
"arizona",2024-10-21,49.06,49.36,1.58
"arizona",2024-10-22,49.06,49.36,1.58
"arizona",2024-10-23,49.06,49.36,1.58
"arizona",2024-10-24,49.06,49.36,1.58
"arizona",2024-10-25,49.06,49.36,1.58
"arizona",2024-10-26,49.06,49.36,1.58
"arizona",2024-10-27,49.06,49.36,1.58
"arizona",2024-10-28,49.06,49.36,1.58
"arizona",2024-10-29,49.06,49.36,1.58
"arizona",2024-10-30,49.06,49.36,1.58
"arizona",2024-10-31,49.06,49.36,1.58
"arizona",2024-11-01,49.06,49.36,1.58
"arizona",2024-11-02,49.06,49.36,1.58
"arizona",2024-11-03,49.06,49.36,1.58
"arizona",2024-11-04,49.06,49.36,1.58
"arizona",2024-11-05,49.06,49.36,1.58
"california",2023-08-30,34.32,63.48,2.20000000000001
"california",2023-08-31,34.32,63.48,2.20000000000001
"california",2023-09-01,34.32,63.48,2.20000000000001
"california",2023-09-02,34.32,63.48,2.20000000000001
"california",2023-09-03,34.32,63.48,2.20000000000001
"california",2023-09-04,34.32,63.48,2.20000000000001
"california",2023-09-05,34.32,63.48,2.20000000000001
"california",2023-09-06,34.32,63.48,2.20000000000001
"california",2023-09-07,34.32,63.48,2.20000000000001
"california",2023-09-08,34.32,63.48,2.20000000000001
"california",2023-09-09,34.32,63.48,2.20000000000001
"california",2023-09-10,34.32,63.48,2.20000000000001
"california",2023-09-11,34.32,63.48,2.20000000000001
"california",2023-09-12,34.32,63.48,2.20000000000001
"california",2023-09-13,34.32,63.48,2.20000000000001
"california",2023-09-14,34.32,63.48,2.20000000000001
"california",2023-09-15,34.32,63.48,2.20000000000001
"california",2023-09-16,34.32,63.48,2.20000000000001
"california",2023-09-17,34.32,63.48,2.20000000000001
"california",2023-09-18,34.32,63.48,2.20000000000001
"california",2023-09-19,34.32,63.48,2.20000000000001
"california",2023-09-20,34.32,63.48,2.20000000000001
"california",2023-09-21,34.32,63.48,2.20000000000001
"california",2023-09-22,34.32,63.48,2.20000000000001
"california",2023-09-23,34.32,63.48,2.20000000000001
"california",2023-09-24,34.32,63.48,2.20000000000001
"california",2023-09-25,34.32,63.48,2.20000000000001
"california",2023-09-26,34.32,63.48,2.20000000000001
"california",2023-09-27,34.32,63.48,2.20000000000001
"california",2023-09-28,34.32,63.48,2.20000000000001
"california",2023-09-29,34.32,63.48,2.20000000000001
"california",2023-09-30,34.32,63.48,2.20000000000001
"california",2023-10-01,34.32,63.48,2.20000000000001
"california",2023-10-02,34.32,63.48,2.20000000000001
"california",2023-10-03,34.32,63.48,2.20000000000001
"california",2023-10-04,34.32,63.48,2.20000000000001
"california",2023-10-05,34.32,63.48,2.20000000000001
"california",2023-10-06,34.32,63.48,2.20000000000001
"california",2023-10-07,34.32,63.48,2.20000000000001
"california",2023-10-08,34.32,63.48,2.20000000000001
"california",2023-10-09,34.32,63.48,2.20000000000001
"california",2023-10-10,34.32,63.48,2.20000000000001
"california",2023-10-11,34.32,63.48,2.20000000000001
"california",2023-10-12,34.32,63.48,2.20000000000001
"california",2023-10-13,34.32,63.48,2.20000000000001
"california",2023-10-14,34.32,63.48,2.20000000000001
"california",2023-10-15,34.32,63.48,2.20000000000001
"california",2023-10-16,34.32,63.48,2.20000000000001
"california",2023-10-17,34.32,63.48,2.20000000000001
"california",2023-10-18,34.32,63.48,2.20000000000001
"california",2023-10-19,34.32,63.48,2.20000000000001
"california",2023-10-20,34.32,63.48,2.20000000000001
"california",2023-10-21,34.32,63.48,2.20000000000001
"california",2023-10-22,34.32,63.48,2.20000000000001
"california",2023-10-23,34.32,63.48,2.20000000000001
"california",2023-10-24,34.32,63.48,2.20000000000001
"california",2023-10-25,34.32,63.48,2.20000000000001
"california",2023-10-26,34.32,63.48,2.20000000000001
"california",2023-10-27,34.32,63.48,2.20000000000001
"california",2023-10-28,34.32,63.48,2.20000000000001
"california",2023-10-29,34.32,63.48,2.20000000000001
"california",2023-10-30,34.32,63.48,2.20000000000001
"california",2023-10-31,34.32,63.48,2.20000000000001
"california",2023-11-01,34.32,63.48,2.20000000000001
"california",2023-11-02,34.32,63.48,2.20000000000001
"california",2023-11-03,34.32,63.48,2.20000000000001
"california",2023-11-04,34.32,63.48,2.20000000000001
"california",2023-11-05,34.32,63.48,2.20000000000001
"california",2023-11-06,34.32,63.48,2.20000000000001
"california",2023-11-07,34.32,63.48,2.20000000000001
"california",2023-11-08,34.32,63.48,2.20000000000001
"california",2023-11-09,34.32,63.48,2.20000000000001
"california",2023-11-10,34.32,63.48,2.20000000000001
"california",2023-11-11,34.32,63.48,2.20000000000001
"california",2023-11-12,34.32,63.48,2.20000000000001
"california",2023-11-13,34.32,63.48,2.20000000000001
"california",2023-11-14,34.32,63.48,2.20000000000001
"california",2023-11-15,34.32,63.48,2.20000000000001
"california",2023-11-16,34.32,63.48,2.20000000000001
"california",2023-11-17,34.32,63.48,2.20000000000001
"california",2023-11-18,34.32,63.48,2.20000000000001
"california",2023-11-19,34.32,63.48,2.20000000000001
"california",2023-11-20,34.32,63.48,2.20000000000001
"california",2023-11-21,34.32,63.48,2.20000000000001
"california",2023-11-22,34.32,63.48,2.20000000000001
"california",2023-11-23,34.32,63.48,2.20000000000001
"california",2023-11-24,34.32,63.48,2.20000000000001
"california",2023-11-25,34.32,63.48,2.20000000000001
"california",2023-11-26,34.32,63.48,2.20000000000001
"california",2023-11-27,34.32,63.48,2.20000000000001
"california",2023-11-28,34.32,63.48,2.20000000000001
"california",2023-11-29,34.32,63.48,2.20000000000001
"california",2023-11-30,34.32,63.48,2.20000000000001
"california",2023-12-01,34.32,63.48,2.20000000000001
"california",2023-12-02,34.32,63.48,2.20000000000001
"california",2023-12-03,34.32,63.48,2.20000000000001
"california",2023-12-04,34.32,63.48,2.20000000000001
"california",2023-12-05,34.32,63.48,2.20000000000001
"california",2023-12-06,34.32,63.48,2.20000000000001
"california",2023-12-07,34.32,63.48,2.20000000000001
"california",2023-12-08,34.32,63.48,2.20000000000001
"california",2023-12-09,34.32,63.48,2.20000000000001
"california",2023-12-10,34.32,63.48,2.20000000000001
"california",2023-12-11,34.32,63.48,2.20000000000001
"california",2023-12-12,34.32,63.48,2.20000000000001
"california",2023-12-13,34.32,63.48,2.20000000000001
"california",2023-12-14,34.32,63.48,2.20000000000001
"california",2023-12-15,34.32,63.48,2.20000000000001
"california",2023-12-16,34.32,63.48,2.20000000000001
"california",2023-12-17,34.32,63.48,2.20000000000001
"california",2023-12-18,34.32,63.48,2.20000000000001
"california",2023-12-19,34.32,63.48,2.20000000000001
"california",2023-12-20,34.32,63.48,2.20000000000001
"california",2023-12-21,34.32,63.48,2.20000000000001
"california",2023-12-22,34.32,63.48,2.20000000000001
"california",2023-12-23,34.32,63.48,2.20000000000001
"california",2023-12-24,34.32,63.48,2.20000000000001
"california",2023-12-25,34.32,63.48,2.20000000000001
"california",2023-12-26,34.32,63.48,2.20000000000001
"california",2023-12-27,34.32,63.48,2.20000000000001
"california",2023-12-28,34.32,63.48,2.20000000000001
"california",2023-12-29,34.32,63.48,2.20000000000001
"california",2023-12-30,34.32,63.48,2.20000000000001
"california",2023-12-31,34.32,63.48,2.20000000000001
"california",2024-01-01,34.32,63.48,2.20000000000001
"california",2024-01-02,34.32,63.48,2.20000000000001
"california",2024-01-03,34.32,63.48,2.20000000000001
"california",2024-01-04,34.32,63.48,2.20000000000001
"california",2024-01-05,34.32,63.48,2.20000000000001
"california",2024-01-06,34.32,63.48,2.20000000000001
"california",2024-01-07,34.32,63.48,2.20000000000001
"california",2024-01-08,34.32,63.48,2.20000000000001
"california",2024-01-09,34.32,63.48,2.20000000000001
"california",2024-01-10,34.32,63.48,2.20000000000001
"california",2024-01-11,34.32,63.48,2.20000000000001
