"year","state","week_number","week_start","week_end","biweekly_start","median_sample_size","n_polls","weighted_rep","weighted_dem","weighted_other","total_weight","dem_actual","rep_actual","other_actual","rep_won","rep_incumbent","rep_polling_error","dem_polling_error","polling_error","rep_national_polling_error","dem_national_polling_error","n_states_in_avg"
2006,"connecticut",40,"2006-05-31","2006-06-06","2006-05-24",1536,1,8,18,56,1.17315901877509,39.729744258123,9.62285982179759,50.6473959200795,0,-1,1.62285982179759,21.729744258123,11.6763020399603,3.95418338256579,12.945750593041,2
2006,"connecticut",36,"2006-05-03","2006-05-09","2006-04-26",1018,1,10,13,56,0.499409368549733,39.729744258123,9.62285982179759,50.6473959200795,0,-1,-0.37714017820241,26.729744258123,13.1763020399603,2.70027410260303,12.2381198804431,5
2006,"connecticut",35,"2006-04-26","2006-05-02","2006-04-19",1018,1,10,13,56,1.00568696805314,39.729744258123,9.62285982179759,50.6473959200795,0,-1,-0.37714017820241,26.729744258123,13.1763020399603,4.97205226785172,12.1005461644636,6
2006,"delaware",61,"2006-10-25","2006-10-31","2006-10-18",576.5,1,26,60,0,0.463389368324255,70.2002699899577,28.7004263865795,1.09930362346279,0,-1,2.7004263865795,10.2002699899577,6.4503481882686,1.23104992112096,2.59598099436714,11
2006,"delaware",60,"2006-10-18","2006-10-24","2006-10-11",576.5,1,26,60,0,0.933151595076003,70.2002699899577,28.7004263865795,1.09930362346279,0,-1,2.7004263865795,10.2002699899577,6.4503481882686,1.68986183463529,3.66068189747887,11
2006,"delaware",56,"2006-09-20","2006-09-26","2006-09-13",651,1,23,63,0,0.496585303791409,70.2002699899577,28.7004263865795,1.09930362346279,0,-1,5.7004263865795,7.2002699899577,6.4503481882686,1.86780972277828,4.21901595511081,11
2006,"delaware",55,"2006-09-13","2006-09-19","2006-09-06",651,1,23,63,0,1,70.2002699899577,28.7004263865795,1.09930362346279,0,-1,5.7004263865795,7.2002699899577,6.4503481882686,2.41544595778888,3.54381609470979,11
2006,"maryland",62,"2006-11-01","2006-11-07","2006-10-25",602,9,44.8078653903243,49.0005705368982,0,4.32301747746727,54.2055954083314,44.1954277571823,1.59897683448625,0,-1,-0.612437633141987,5.2050248714332,2.29629361914561,0.826801318321219,1.4732484554247,10
2006,"maryland",61,"2006-10-25","2006-10-31","2006-10-18",601,8,43.4494223944547,49.376543622456,0,4.74170021739335,54.2055954083314,44.1954277571823,1.59897683448625,0,-1,0.746005362727615,4.82905178587539,2.7875285743015,1.23104992112096,2.59598099436714,11
2006,"maryland",60,"2006-10-18","2006-10-24","2006-10-11",602,4,41.9457233720896,44.8675186527744,0,1.91145385258794,54.2055954083314,44.1954277571823,1.59897683448625,0,-1,2.24970438509272,9.33807675555699,5.79389057032486,1.68986183463529,3.66068189747887,11
2006,"maryland",59,"2006-10-11","2006-10-17","2006-10-04",601,4,44.3182436471484,48.9470765986908,0,2.79613397496703,54.2055954083314,44.1954277571823,1.59897683448625,0,-1,-0.122815889966091,5.2585188096406,2.56785145983725,1.01758510069222,2.13722937897732,10
2006,"maryland",58,"2006-10-04","2006-10-10","2006-09-27",561,5,41.2714312652717,49.4539566755462,0,2.82309013856268,54.2055954083314,44.1954277571823,1.59897683448625,0,-1,2.92399649191065,4.75163873278517,3.83781761234791,2.32999282145822,4.36745483229557,10
2006,"maryland",57,"2006-09-27","2006-10-03","2006-09-20",561,5,38.7245138818852,47.8513375782946,0,2.98827675576132,54.2055954083314,44.1954277571823,1.59897683448625,0,-1,5.47091387529715,6.35425783003684,5.91258585266699,2.23139239443588,4.86980726337469,11
2006,"maryland",56,"2006-09-20","2006-09-26","2006-09-13",510,5,42.4254384954699,48.2591946371974,0,2.44727161953463,54.2055954083314,44.1954277571823,1.59897683448625,0,-1,1.76998926171244,5.94640077113402,3.85819501642323,1.86780972277828,4.21901595511081,11
2006,"maryland",55,"2006-09-13","2006-09-19","2006-09-06",507.5,4,38.33708394285,44.3117176668615,0,3.0771982750321,54.2055954083314,44.1954277571823,1.59897683448625,0,-1,5.85834381433229,9.89387774146986,7.87611077790107,2.41544595778888,3.54381609470979,11
2006,"maryland",54,"2006-09-06","2006-09-12","2006-08-30",505,3,0,8,0,1.02407985356258,54.2055954083314,44.1954277571823,1.59897683448625,0,-1,44.1954277571823,46.2055954083314,45.2005115827568,6.58279755914219,9.75528828185799,10
2006,"maryland",53,"2006-08-30","2006-09-05","2006-08-23",507.5,4,11.1769156272024,17.743977726279,0,1.28896370870986,54.2055954083314,44.1954277571823,1.59897683448625,0,-1,33.0185121299799,36.4616176820524,34.7400649060161,5.98765159701591,10.6250002521069,8
2006,"maryland",52,"2006-08-23","2006-08-29","2006-08-16",505,2,19.5,25,0,1.49144252737459,54.2055954083314,44.1954277571823,1.59897683448625,0,-1,24.6954277571823,29.2055954083314,26.9505115827568,5.88401270492351,9.31370099443821,7
2006,"maryland",51,"2006-08-16","2006-08-22","2006-08-09",500,1,42,47,0,0.272531793034013,54.2055954083314,44.1954277571823,1.59897683448625,0,-1,2.1954277571823,7.2055954083314,4.70051158275685,4.3640108866517,6.58659575770185,8
2006,"maryland",50,"2006-08-09","2006-08-15","2006-08-02",500,3,29.7919733548108,36.7851205621886,0,1.09387522216205,54.2055954083314,44.1954277571823,1.59897683448625,0,-1,14.4034544023715,17.4204748461428,15.9119646242572,5.81298460297368,7.83064015076803,7
2006,"maryland",49,"2006-08-02","2006-08-08","2006-07-26",502.5,2,17.5,26.5,0,1.09488946153659,54.2055954083314,44.1954277571823,1.59897683448625,0,-1,26.6954277571823,27.7055954083314,27.2005115827568,7.41838205524717,14.2481679505246,5
2006,"maryland",46,"2006-07-12","2006-07-18","2006-07-05",554.5,3,26.5250631779362,34.0457194156121,0,1.55663669749351,54.2055954083314,44.1954277571823,1.59897683448625,0,-1,17.6703645792461,20.1598759927193,18.9151202859827,5.67386085565188,13.0804334096645,6
2006,"maryland",45,"2006-07-05","2006-07-11","2006-06-28",554.5,3,26.5250631779362,34.0457194156121,0,3.13468136412545,54.2055954083314,44.1954277571823,1.59897683448625,0,-1,17.6703645792461,20.1598759927193,18.9151202859827,12.5072702691081,15.2645078097433,2
2006,"maryland",44,"2006-06-28","2006-07-04","2006-06-21",505,2,22.9878644756995,34.1372576994845,0,0.945483402082143,54.2055954083314,44.1954277571823,1.59897683448625,0,-1,21.2075632814828,20.0683377088469,20.6379504951649,5.20898898778583,12.2136206848406,4
2006,"maryland",43,"2006-06-21","2006-06-27","2006-06-14",505,2,22.9878644756995,34.1372576994845,0,1.90396976081131,54.2055954083314,44.1954277571823,1.59897683448625,0,-1,21.2075632814828,20.0683377088469,20.6379504951649,5.39338801488313,13.175099440634,5
2006,"maryland",34,"2006-04-19","2006-04-25","2006-04-12",505,3,26.6347498199027,37.4870142569323,0,1.15334762785875,54.2055954083314,44.1954277571823,1.59897683448625,0,-1,17.5606779372796,16.7185811513991,17.1396295443393,8.93018610834472,13.1104161740991,4
2006,"maryland",33,"2006-04-12","2006-04-18","2006-04-05",505,4,23.5772065873066,33.6428634947343,0,2.6237511201674,54.2055954083314,44.1954277571823,1.59897683448625,0,-1,20.6182211698757,20.5627319135971,20.5904765417364,6.75685299950398,16.1807358472118,4
2006,"maryland",32,"2006-04-05","2006-04-11","2006-03-29",660,1,0,4,0,0.530550197253212,54.2055954083314,44.1954277571823,1.59897683448625,0,-1,44.1954277571823,50.2055954083314,47.2005115827568,10.0723208775464,20.361792129937,5
2006,"maryland",26,"2006-02-22","2006-02-28","2006-02-15",815,1,35,49,0,0.318449934639872,54.2055954083314,44.1954277571823,1.59897683448625,0,-1,9.1954277571823,5.2055954083314,7.20051158275685,6.24101979375193,12.4529836810115,3
2006,"maryland",25,"2006-02-15","2006-02-21","2006-02-08",815,1,35,49,0,0.641279418074839,54.2055954083314,44.1954277571823,1.59897683448625,0,-1,9.1954277571823,5.2055954083314,7.20051158275685,4.50061519592312,11.7376073220207,5
2006,"maryland",20,"2006-01-11","2006-01-17","2006-01-04",907.5,1,45,40,0,0.368600184258765,54.2055954083314,44.1954277571823,1.59897683448625,0,-1,-0.804572242817699,14.2055954083314,6.70051158275685,4.8843811662718,13.6814289767654,4
2006,"maryland",19,"2006-01-04","2006-01-10","2005-12-28",907.5,1,45,40,0,0.742269619025205,54.2055954083314,44.1954277571823,1.59897683448625,0,-1,-0.804572242817692,14.2055954083314,6.70051158275685,2.71474725698628,13.7506643485721,5
2006,"maryland",13,"2005-11-23","2005-11-29","2005-11-16",1000,1,41,49,0,0.192709078943279,54.2055954083314,44.1954277571823,1.59897683448625,0,-1,3.1954277571823,5.2055954083314,4.20051158275685,4.26980185807625,8.7873675175493,2
2006,"maryland",12,"2005-11-16","2005-11-22","2005-11-09",1000,1,41,49,0,0.38806842947617,54.2055954083314,44.1954277571823,1.59897683448625,0,-1,3.1954277571823,5.20559540833139,4.20051158275685,3.82433724104153,7.4758110414007,3
2006,"maryland",10,"2005-11-02","2005-11-08","2005-10-26",1000,2,16,23.5,0,0.997135376271726,54.2055954083314,44.1954277571823,1.59897683448625,0,-1,28.1954277571823,30.7055954083314,29.4505115827568,20.5053226878276,25.9348635495154,2
2006,"maryland",9,"2005-10-26","2005-11-01","2005-10-19",1000,3,18.8638437591474,26.5591058336347,0,2.30849125837985,54.2055954083314,44.1954277571823,1.59897683448625,0,-1,25.3315839980349,27.6464895746967,26.4890367863658,13.6591353368692,15.162803869268,3
2006,"maryland",8,"2005-10-19","2005-10-25","2005-10-12",907.5,1,38,47,0,0.635239791825927,54.2055954083314,44.1954277571823,1.59897683448625,0,-1,6.1954277571823,7.2055954083314,6.70051158275685,7.28041658991837,8.34917248047956,3
2006,"montana",62,"2006-11-01","2006-11-07","2006-10-25",500,7,45.1745035836914,49.027684481542,0,4.10596737971967,49.1617569279591,48.285506943334,2.5527361287069,0,1,3.11100335964263,0.134072446417093,1.62253790302986,0.826801318321219,1.4732484554247,10
2006,"montana",61,"2006-10-25","2006-10-31","2006-10-18",500,5,45.2105533218156,48.1098253569166,0,2.94274413459766,49.1617569279591,48.285506943334,2.5527361287069,0,1,3.07495362151844,1.05193157104249,2.06344259628047,1.23104992112096,2.59598099436714,11
2006,"montana",60,"2006-10-18","2006-10-24","2006-10-11",500,3,44.2797673099084,47.8250252542955,0,1.49946532190566,49.1617569279591,48.285506943334,2.5527361287069,0,1,4.00573963342563,1.33673167366361,2.67123565354462,1.68986183463529,3.66068189747887,11
2006,"montana",59,"2006-10-11","2006-10-17","2006-10-04",500,1,44,50,0,0.548811636094026,49.1617569279591,48.285506943334,2.5527361287069,0,1,4.285506943334,-0.838243072040903,1.72363193564655,1.01758510069222,2.13722937897732,10
2006,"montana",58,"2006-10-04","2006-10-10","2006-09-27",500,2,41.1903442008502,46.4048278995749,0,0.831823514353153,49.1617569279591,48.285506943334,2.5527361287069,0,1,7.09516274248375,2.75692902838421,4.92604588543398,2.32999282145822,4.36745483229557,10
2006,"montana",57,"2006-09-27","2006-10-03","2006-09-20",500,3,41.4435707451872,46.9079031295246,0,1.94761864720028,49.1617569279591,48.285506943334,2.5527361287069,0,1,6.84193619814683,2.25385379843446,4.54789499829064,2.23139239443588,4.86980726337469,11
2006,"montana",56,"2006-09-20","2006-09-26","2006-09-13",500,1,43,50,0,0.548811636094026,49.1617569279591,48.285506943334,2.5527361287069,0,1,5.285506943334,-0.838243072040903,2.22363193564655,1.86780972277828,4.21901595511081,11
2006,"montana",55,"2006-09-13","2006-09-19","2006-09-06",500,1,43,52,0,0.496585303791409,49.1617569279591,48.285506943334,2.5527361287069,0,1,5.285506943334,-2.8382430720409,1.22363193564655,2.41544595778888,3.54381609470979,11
2006,"montana",54,"2006-09-06","2006-09-12","2006-08-30",500,1,43,52,0,1,49.1617569279591,48.285506943334,2.5527361287069,0,1,5.285506943334,-2.8382430720409,1.22363193564655,6.58279755914219,9.75528828185799,10
2006,"montana",53,"2006-08-30","2006-09-05","2006-08-23",500,1,45,48,0,0.460340281422421,49.1617569279591,48.285506943334,2.5527361287069,0,1,3.285506943334,1.1617569279591,2.22363193564655,5.98765159701591,10.6250002521069,8
2006,"montana",52,"2006-08-23","2006-08-29","2006-08-16",500,1,45,48,0,0.927011488072122,49.1617569279591,48.285506943334,2.5527361287069,0,1,3.285506943334,1.1617569279591,2.22363193564655,5.88401270492351,9.31370099443821,7
2006,"montana",51,"2006-08-16","2006-08-22","2006-08-09",500,1,37,44,0,0.329941728108609,49.1617569279591,48.285506943334,2.5527361287069,0,1,11.285506943334,5.1617569279591,8.22363193564655,4.3640108866517,6.58659575770185,8
2006,"montana",50,"2006-08-09","2006-08-15","2006-08-02",500,2,41.2771971307717,45.2831591392315,0,1.16100635207761,49.1617569279591,48.285506943334,2.5527361287069,0,1,7.00830981256227,3.87859778872757,5.44345380064492,5.81298460297368,7.83064015076803,7
2006,"montana",49,"2006-08-02","2006-08-08","2006-07-26",500,1,47,47,0,1,49.1617569279591,48.285506943334,2.5527361287069,0,1,1.285506943334,2.1617569279591,1.72363193564655,7.41838205524717,14.2481679505246,5
2006,"montana",40,"2006-05-31","2006-06-06","2006-05-24",500,1,42,45,0,0.304699807626978,49.1617569279591,48.285506943334,2.5527361287069,0,1,6.285506943334,4.1617569279591,5.22363193564655,3.95418338256579,12.945750593041,2
2006,"montana",39,"2006-05-24","2006-05-30","2006-05-17",500,1,42,45,0,0.61359006257456,49.1617569279591,48.285506943334,2.5527361287069,0,1,6.285506943334,4.1617569279591,5.22363193564655,-1.32195581040703,9.39286223592067,3
2006,"montana",38,"2006-05-17","2006-05-23","2006-05-10",500,1,44,48,0,0.301194211912202,49.1617569279591,48.285506943334,2.5527361287069,0,1,4.285506943334,1.1617569279591,2.72363193564655,-0.0192461417616894,10.807813179961,4
2006,"montana",37,"2006-05-10","2006-05-16","2006-05-03",500,1,44,48,0,0.606530659712633,49.1617569279591,48.285506943334,2.5527361287069,0,1,4.285506943334,1.1617569279591,2.72363193564655,0.867787878345402,11.0663709935703,4
2006,"montana",36,"2006-05-03","2006-05-09","2006-04-26",500,1,42,48,0,0.329941728108609,49.1617569279591,48.285506943334,2.5527361287069,0,1,6.285506943334,1.1617569279591,3.72363193564655,2.70027410260303,12.2381198804431,5
2006,"montana",35,"2006-04-26","2006-05-02","2006-04-19",500,1,42,48,0,0.664421048286198,49.1617569279591,48.285506943334,2.5527361287069,0,1,6.285506943334,1.1617569279591,3.72363193564655,4.97205226785172,12.1005461644636,6
2006,"montana",33,"2006-04-12","2006-04-18","2006-04-05",500,1,47,44,0,0.496585303791409,49.1617569279591,48.285506943334,2.5527361287069,0,1,1.285506943334,5.1617569279591,3.22363193564655,6.75685299950398,16.1807358472118,4
2006,"montana",32,"2006-04-05","2006-04-11","2006-03-29",500,1,47,44,0,1,49.1617569279591,48.285506943334,2.5527361287069,0,1,1.285506943334,5.1617569279591,3.22363193564655,10.0723208775464,20.361792129937,5
2006,"montana",29,"2006-03-15","2006-03-21","2006-03-08",500,1,43,46,0,0.496585303791409,49.1617569279591,48.285506943334,2.5527361287069,0,1,5.285506943334,3.1617569279591,4.22363193564655,7.44341799285181,9.83688963161245,2
2006,"montana",28,"2006-03-08","2006-03-14","2006-03-01",500,1,43,46,0,1,49.1617569279591,48.285506943334,2.5527361287069,0,1,5.285506943334,3.1617569279591,4.22363193564655,6.13621138502686,8.86287724654905,3
2006,"montana",24,"2006-02-08","2006-02-14","2006-02-01",500,1,46,46,0,0.496585303791409,49.1617569279591,48.285506943334,2.5527361287069,0,1,2.285506943334,3.1617569279591,2.72363193564655,2.96926507042584,11.9676254673305,5
2006,"montana",23,"2006-02-01","2006-02-07","2006-01-25",500,1,46,46,0,1,49.1617569279591,48.285506943334,2.5527361287069,0,1,2.285506943334,3.1617569279591,2.72363193564655,3.48163350692567,16.2316760818086,3
2006,"montana",20,"2006-01-11","2006-01-17","2006-01-04",562.5,1,45,45,0,0.423631410014419,49.1617569279591,48.285506943334,2.5527361287069,0,1,3.285506943334,4.1617569279591,3.72363193564655,4.8843811662718,13.6814289767654,4
2006,"montana",19,"2006-01-04","2006-01-10","2005-12-28",562.5,1,45,45,0,0.853088898886072,49.1617569279591,48.285506943334,2.5527361287069,0,1,3.285506943334,4.1617569279591,3.72363193564655,2.71474725698628,13.7506643485721,5
2006,"montana",17,"2005-12-21","2005-12-27","2005-12-14",625,1,49,36,0,0.301194211912202,49.1617569279591,48.285506943334,2.5527361287069,0,1,-0.714493056666001,13.1617569279591,6.22363193564655,-0.714493056666001,13.1617569279591,1
2006,"montana",16,"2005-12-14","2005-12-20","2005-12-07",625,1,49,36,0,0.606530659712633,49.1617569279591,48.285506943334,2.5527361287069,0,1,-0.714493056666001,13.1617569279591,6.22363193564655,3.45429223338822,13.506475598186,4
2006,"montana",3,"2005-09-14","2005-09-20","2005-09-07",562.5,1,51,38,0,0.283968626263008,49.1617569279591,48.285506943334,2.5527361287069,0,1,-2.714493056666,11.1617569279591,4.22363193564655,-2.714493056666,11.1617569279591,1
2006,"montana",2,"2005-09-07","2005-09-13","2005-08-31",562.5,1,51,38,0,0.571842589973805,49.1617569279591,48.285506943334,2.5527361287069,0,1,-2.714493056666,11.1617569279591,4.22363193564655,-2.714493056666,11.1617569279591,1
2006,"nevada",62,"2006-11-01","2006-11-07","2006-10-25",573.5,2,55,41,0,0.278757196172199,40.989954889696,55.3581359900579,3.65190912024608,1,1,0.358135990057903,-0.0100451103039987,0.174045439876952,0.826801318321219,1.4732484554247,10
2006,"nevada",61,"2006-10-25","2006-10-31","2006-10-18",573.5,2,55,41,0,0.561348058518645,40.989954889696,55.3581359900579,3.65190912024608,1,1,0.358135990057903,-0.0100451103039987,0.174045439876952,1.23104992112096,2.59598099436714,11
2006,"nevada",60,"2006-10-18","2006-10-24","2006-10-11",547,2,52,43,0,0.924101077200556,40.989954889696,55.3581359900579,3.65190912024608,1,1,3.35813599005791,-2.010045110304,0.674045439876956,1.68986183463529,3.66068189747887,11
2006,"nevada",59,"2006-10-11","2006-10-17","2006-10-04",547,2,52,43,0,1.860911046189,40.989954889696,55.3581359900579,3.65190912024608,1,1,3.3581359900579,-2.010045110304,0.674045439876952,1.01758510069222,2.13722937897732,10
2006,"nevada",57,"2006-09-27","2006-10-03","2006-09-20",600,2,58,35,0,0.307405055276917,40.989954889696,55.3581359900579,3.65190912024608,1,1,-2.64186400994209,5.989954889696,1.67404543987696,2.23139239443588,4.86980726337469,11
2006,"nevada",56,"2006-09-20","2006-09-26","2006-09-13",600,2,58,35,0,0.619037762354004,40.989954889696,55.3581359900579,3.65190912024608,1,1,-2.6418640099421,5.989954889696,1.67404543987695,1.86780972277828,4.21901595511081,11
2006,"nevada",55,"2006-09-13","2006-09-19","2006-09-06",550,2,53.2858711614365,37.7141288385635,0,0.574435963420553,40.989954889696,55.3581359900579,3.65190912024608,1,1,2.07226482862139,3.27582605113252,2.67404543987696,2.41544595778888,3.54381609470979,11
2006,"nevada",54,"2006-09-06","2006-09-12","2006-08-30",550,2,53.2858711614365,37.7141288385635,0,1.15677197660655,40.989954889696,55.3581359900579,3.65190912024608,1,1,2.07226482862139,3.27582605113252,2.67404543987695,6.58279755914219,9.75528828185799,10
2006,"new-jersey",62,"2006-11-01","2006-11-07","2006-10-25",651,20,41.4744465362612,47.4031770370251,0,9.94878842352975,53.3691396267672,44.3441759589702,2.28668441426267,0,-1,2.869729422709,5.96596258974207,4.41784600622553,0.826801318321219,1.4732484554247,10
2006,"new-jersey",61,"2006-10-25","2006-10-31","2006-10-18",651,15,41.0620579799978,46.8287535534682,0,9.0762801085306,53.3691396267672,44.3441759589702,2.28668441426267,0,-1,3.28211797897239,6.54038607329898,4.91125202613569,1.23104992112096,2.59598099436714,11
2006,"new-jersey",60,"2006-10-18","2006-10-24","2006-10-11",680.5,5,42.0459580802226,45.4548274785661,0,2.53821418189476,53.3691396267672,44.3441759589702,2.28668441426267,0,-1,2.29821787874763,7.91431214820106,5.10626501347434,1.68986183463529,3.66068189747887,11
2006,"new-jersey",59,"2006-10-11","2006-10-17","2006-10-04",688,3,44.8681279066273,45.800133107649,0,2.02617164231367,53.3691396267672,44.3441759589702,2.28668441426267,0,-1,-0.523951947657089,7.56900651911815,3.52252728573053,1.01758510069222,2.13722937897732,10
2006,"new-jersey",58,"2006-10-04","2006-10-10","2006-09-27",688,7,42.2867341692046,45.4398217615846,0,3.16501289710666,53.3691396267672,44.3441759589702,2.28668441426267,0,-1,2.05744178976564,7.92931786518257,4.9933798274741,2.32999282145822,4.36745483229557,10
2006,"new-jersey",57,"2006-09-27","2006-10-03","2006-09-20",686.5,10,41.301585390535,43.3142440459945,0,5.15264077293027,53.3691396267672,44.3441759589702,2.28668441426267,0,-1,3.04259056843516,10.0548955807727,6.54874307460394,2.23139239443588,4.86980726337469,11
2006,"new-jersey",56,"2006-09-20","2006-09-26","2006-09-13",694,5,44.0369764160579,42.300767983403,0,2.234588046358,53.3691396267672,44.3441759589702,2.28668441426267,0,-1,0.307199542912265,11.0683716433642,5.68778559313825,1.86780972277828,4.21901595511081,11
2006,"new-jersey",55,"2006-09-13","2006-09-19","2006-09-06",707,2,46.6944665871041,43.3680832338801,0,1.32508046941821,53.3691396267672,44.3441759589702,2.28668441426267,0,-1,-2.35029062813387,10.0010563928871,3.82538288237662,2.41544595778888,3.54381609470979,11
2006,"new-jersey",54,"2006-09-06","2006-09-12","2006-08-30",711,2,42.5132546503548,40,0,1.38221242705706,53.3691396267672,44.3441759589702,2.28668441426267,0,-1,1.83092130861544,13.3691396267672,7.60003046769132,6.58279755914219,9.75528828185799,10
2006,"new-jersey",53,"2006-08-30","2006-09-05","2006-08-23",707,3,41.4854014177153,39.5746288964368,0,1.80549030140695,53.3691396267672,44.3441759589702,2.28668441426267,0,-1,2.85877454125487,13.7945107303304,8.32664263579264,5.98765159701591,10.6250002521069,8
2006,"new-jersey",52,"2006-08-23","2006-08-29","2006-08-16",703,3,42.9285460263967,39.9044366351844,0,2.00411029320501,53.3691396267672,44.3441759589702,2.28668441426267,0,-1,1.41562993257351,13.4647029915828,7.44016646207815,5.88401270492351,9.31370099443821,7
2006,"new-jersey",51,"2006-08-16","2006-08-22","2006-08-09",711,2,40.6778339842692,42.6778339842692,0,1.33864504029187,53.3691396267672,44.3441759589702,2.28668441426267,0,-1,3.66634197470101,10.691305642498,7.17882380859951,4.3640108866517,6.58659575770185,8
2006,"new-jersey",50,"2006-08-09","2006-08-15","2006-08-02",707,2,39.7916667900166,41.1666671600666,0,1.10010455606638,53.3691396267672,44.3441759589702,2.28668441426267,0,-1,4.55250916895355,12.2024724667006,8.37749081782709,5.81298460297368,7.83064015076803,7
